"23,03-17,16:13:38.954,2227,2227,I,PhoneStatusBar,""setSystemUiVisibility vis=40000500 mask=ffffffff oldVal=508 newVal=40000500 diff=40000008 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 720, 1280), dockedStackBounds=Rect(0, 0 - 0, 0)"",E126,""setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)""";;
24,03-17,16:13:38.955,2227,2227,I,PhoneStatusBar,cancelAutohide,E27,cancelAutohide;;
"25,03-17,16:13:38.955,2227,2227,I,PhoneStatusBar,""notifyUiVisibilityChanged:vis=0x40000500, SystemUiVisibility=0x40000500"",E84,""notifyUiVisibilityChanged:vis=<*>, SystemUiVisibility=<*>""";;
26,03-17,16:13:38.994,1702,27365,I,WindowManager,Destroying surface Surface(name=SurfaceView - com.tencent.qt.qtl/com.tencent.video.player.activity.PlayerActivity) called by com.android.server.wm.WindowStateAnimator.destroyDeferredSurfaceLocked:942 com.android.server.wm.WindowManagerService.performDeferredDestroyWindow:3407 com.android.server.wm.Session.performDeferredDestroy:225 android.view.IWindowSession$Stub.onTransact:398 com.android.server.wm.Session.onTransact:136 android.os.Binder.execTransact:565 <bottom of call stack> <bottom of call stack>,E41,Destroying surface Surface(name=<*>) called by <*>;;
27,03-17,16:13:39.006,1702,2639,I,WindowManager,Destroying surface Surface(name=com.tencent.qt.qtl/com.tencent.video.player.activity.PlayerActivity) called by com.android.server.wm.WindowStateAnimator.destroySurface:2060 com.android.server.wm.WindowStateAnimator.destroySurfaceLocked:913 com.android.server.wm.WindowState.destroyOrSaveSurface:2201 com.android.server.wm.WindowManagerService.tryStartExitingAnimation:3299 com.android.server.wm.WindowManagerService.relayoutWindow:3179 com.android.server.wm.Session.relayout:215 android.view.IWindowSession$Stub.onTransact:286 com.android.server.wm.Session.onTransact:136,E41,Destroying surface Surface(name=<*>) called by <*>;;
"28,03-17,16:13:39.010,1702,2639,D,PowerManagerService,""release:lock=62617001, flg=0x0, tag=""""WindowManager"""", name=android"""", ws=WorkSource{10113}, uid=1000, pid=1702"",E108,""release:lock=<*>, flg=<*>, tag=""""<*>"""", name=<*>, ws=<*>, uid=<*>, pid=<*>""";;
"29,03-17,16:13:39.011,1702,2639,D,PowerManagerService,""userActivityNoUpdateLocked: eventTime=261843648, event=0, flags=0x1, uid=1000"",E164,""userActivityNoUpdateLocked: eventTime=<*>, event=<*>, flags=<*>, uid=<*>""";;
"30,03-17,16:13:39.011,1702,2639,D,PowerManagerService,""ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0"",E103,""ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>""";;
"31,03-17,16:13:39.069,1702,1815,I,WindowManager,""orientation change is complete, call stopFreezingDisplayLocked"",E96,""orientation change is complete, call stopFreezingDisplayLocked""";;
32,03-17,16:13:39.070,1702,1815,I,WindowManager,Screen frozen for +1s0ms due to Window{ca98d5 u0 com.tencent.qt.qtl/com.tencent.qt.qtl.activity.info.NewsDetailXmlActivity},E118,Screen frozen for <*> due to Window{<*> u0 <*>.<*>};;
33,03-17,16:13:39.070,1702,1815,D,WindowManager,startAnimation begin,E143,startAnimation begin;;
34,03-17,16:13:39.079,1702,1815,D,WindowManager,startAnimation end,E144,startAnimation end;;
"35,03-17,16:13:39.080,1702,1815,D,PowerManagerService,""release:lock=226887582, flg=0x0, tag=""""SCREEN_FROZEN"""", name=android"""", ws=null, uid=1000, pid=1702"",E108,""release:lock=<*>, flg=<*>, tag=""""<*>"""", name=<*>, ws=<*>, uid=<*>, pid=<*>""";;
"36,03-17,16:13:39.080,1702,1815,D,PowerManagerService,""ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0"",E103,""ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>""";;
37,03-17,16:13:39.095,1702,8671,I,AlarmManager,remove(PendingIntent{19abed0: PendingIntentRecord{a485420 com.tencent.qt.qtl broadcastIntent}}) changed bounds; rebatching,E110,remove(PendingIntent{<*>: PendingIntentRecord{<*> <*> broadcastIntent}}) changed bounds; rebatching
"38,03-17,16:13:39.207,1702,1815,I,WindowManager,""rotationForOrientationLw(orient=1, last=0)";" user=0 USER_ROTATION_LOCKED"",E114,""rotationForOrientationLw(orient=<*>, last=<*>)";" user=<*> USER_ROTATION_LOCKED"""
"39,03-17,16:13:39.207,1702,1815,I,WindowManager,""Application requested orientation 1, got rotation 0 which has compatible metrics"",E22,""Application requested orientation <*>, got rotation <*> which has compatible metrics""";;
"40,03-17,16:13:40.142,1702,2618,D,PowerManagerService,""acquire lock=166121161, flags=0x1, tag=""""RILJ_ACK_WL"""", name=com.android.phone, ws=null, uid=1001, pid=2626"",E10,""acquire lock=<*>, flags=<*>, tag=""""<*>"""", name=<*>, ws=<*>, uid=<*>, pid=<*>""";;
"41,03-17,16:13:40.143,1702,2618,D,PowerManagerService,""ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0"",E103,""ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>""";;
"42,03-17,16:13:40.146,1702,2555,D,PowerManagerService,""ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0"",E103,""ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>""";;
"43,03-17,16:13:40.147,1702,2633,D,PowerManagerService,""ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0"",E103,""ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>""";;
"44,03-17,16:13:40.148,1702,2395,D,PowerManagerService,""ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0"",E103,""ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>""";;
"45,03-17,16:13:40.150,1702,2556,D,PowerManagerService,""ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0"",E103,""ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>""";;
"46,03-17,16:13:40.190,1702,2250,D,PowerManagerService,""ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0"",E103,""ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>""";;
47,03-17,16:13:40.241,2626,8682,W,PhoneInterfaceManager,shouldBlockLocation running ...,E130,shouldBlockLocation running ...;;
48,03-17,16:13:40.241,2626,8682,I,PhoneInterfaceManager,shouldBlockLocation  ret:false,E128,shouldBlockLocation  ret:false;;
49,03-17,16:13:40.280,2626,2642,W,PhoneInterfaceManager,shouldBlockLocation running ...,E130,shouldBlockLocation running ...;;
50,03-17,16:13:40.280,2626,2642,I,PhoneInterfaceManager,shouldBlockLocation  ret:false,E128,shouldBlockLocation  ret:false;;
51,03-17,16:13:40.305,3664,3807,D,TelephonyManager,getNeighboringCellInfo calling app is com.amap.android.ams,E54,getNeighboringCellInfo calling app is <*>;;
52,03-17,16:13:40.307,2626,23469,W,PhoneInterfaceManager,shouldBlockLocation running ...,E130,shouldBlockLocation running ...;;
53,03-17,16:13:40.308,2626,23469,I,PhoneInterfaceManager,shouldBlockLocation  ret:false,E128,shouldBlockLocation  ret:false;;
"54,03-17,16:13:40.309,1702,2395,D,PowerManagerService,""ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0"",E103,""ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>""";;
"55,03-17,16:13:40.319,1702,17630,D,PowerManagerService,""ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0"",E103,""ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>""";;
56,03-17,16:13:40.322,2626,2809,W,PhoneInterfaceManager,shouldBlockLocation running ...,E130,shouldBlockLocation running ...;;
57,03-17,16:13:40.322,2626,2809,I,PhoneInterfaceManager,shouldBlockLocation  ret:false,E128,shouldBlockLocation  ret:false;;
"58,03-17,16:13:40.324,1702,2113,D,PowerManagerService,""ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0"",E103,""ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>""";;
"59,03-17,16:13:40.332,1702,27357,D,PowerManagerService,""ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0"",E103,""ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>""";;
"60,03-17,16:13:40.334,1702,27357,D,PowerManagerService,""ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0"",E103,""ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>""";;
"61,03-17,16:13:40.343,1702,3697,D,PowerManagerService,""ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0"",E103,""ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>""";;
"62,03-17,16:13:40.345,1702,14638,D,PowerManagerService,""release:lock=166121161, flg=0x0, tag=""""RILJ_ACK_WL"""", name=com.android.phone"""", ws=null, uid=1001, pid=2626"",E108,""release:lock=<*>, flg=<*>, tag=""""<*>"""", name=<*>, ws=<*>, uid=<*>, pid=<*>""";;
"63,03-17,16:13:40.345,1702,14638,D,PowerManagerService,""ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0"",E103,""ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>""";;
64,03-17,16:13:40.346,2626,2642,W,PhoneInterfaceManager,shouldBlockLocation running ...,E130,shouldBlockLocation running ...;;
65,03-17,16:13:40.346,2626,2642,I,PhoneInterfaceManager,shouldBlockLocation  ret:false,E128,shouldBlockLocation  ret:false;;
"66,03-17,16:13:41.480,1702,27357,D,PowerManagerService,""release:lock=264232593, flg=0x0, tag=""""AudioMix"""", name=audioserver"""", ws=null, uid=1041, pid=0"",E108,""release:lock=<*>, flg=<*>, tag=""""<*>"""", name=<*>, ws=<*>, uid=<*>, pid=<*>""";;
"67,03-17,16:13:41.481,1702,27357,D,PowerManagerService,""ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0"",E103,""ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>""";;
"68,03-17,16:13:41.481,1702,27357,D,PowerManagerService,""Releasing suspend blocker """"PowerManagerService.WakeLocks""""."",E109,""Releasing suspend blocker """"PowerManagerService.WakeLocks"""".""";;
69,03-17,16:13:41.614,1702,1820,I,DisplayPowerController,HBM brightnessIn =38,E64,HBM brightnessIn =<*>;;
70,03-17,16:13:41.614,1702,1820,I,DisplayPowerController,HBM brightnessOut =38,E65,HBM brightnessOut =<*>;;
"71,03-17,16:13:41.614,1702,1820,D,DisplayPowerController,""Animating brightness: target=38, rate=200"",E21,""Animating brightness: target=<*>, rate=<*>""";;
"72,03-17,16:13:45.307,1702,2105,D,PowerManagerService,""userActivityNoUpdateLocked: eventTime=261849942, event=2, flags=0x0, uid=1000"",E164,""userActivityNoUpdateLocked: eventTime=<*>, event=<*>, flags=<*>, uid=<*>""";;
"73,03-17,16:13:45.308,1702,2105,D,PowerManagerService,""ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0"",E103,""ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>""";;
74,03-17,16:13:45.310,2227,2227,I,PhoneStatusBar,suspendAutohide,E148,suspendAutohide;;
75,03-17,16:13:45.316,1702,14640,D,WindowManager,interceptKeyTq keycode=4 interactive=true keyguardActive=false policyFlags=2b000002 down true canceled false,E69,interceptKeyTq keycode=<*> interactive=true keyguardActive=false policyFlags=<*> down true canceled false;;
"76,03-17,16:13:45.317,1702,14640,D,WindowManager,""interceptKeyBeforeQueueing: key 4 , result : 1"",E67,""interceptKeyBeforeQueueing: key <*> , result : <*>""";;
"77,03-17,16:13:45.317,1702,2105,D,PowerManagerService,""userActivityNoUpdateLocked: eventTime=261849949, event=1, flags=0x0, uid=1000"",E164,""userActivityNoUpdateLocked: eventTime=<*>, event=<*>, flags=<*>, uid=<*>""";;
"78,03-17,16:13:45.318,1702,2105,D,PowerManagerService,""ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0"",E103,""ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>""";;
79,03-17,16:13:45.358,2227,2227,I,PhoneStatusBar,resumeSuspendedAutohide,E113,resumeSuspendedAutohide;;
80,03-17,16:13:45.361,1702,3137,D,WindowManager,interceptKeyTq keycode=4 interactive=true keyguardActive=false policyFlags=2b000002 down false canceled false,E68,interceptKeyTq keycode=<*> interactive=true keyguardActive=false policyFlags=<*> down false canceled false;;
"81,03-17,16:13:45.362,1702,3137,D,WindowManager,""interceptKeyBeforeQueueing: key 4 , result : 1"",E67,""interceptKeyBeforeQueueing: key <*> , result : <*>""";;
82,03-17,16:13:45.362,2227,2318,V,AudioManager,querySoundEffectsEnabled...,E102,querySoundEffectsEnabled...;;
"83,03-17,16:13:45.382,1702,3697,D,PowerManagerService,""acquire lock=189667585, flags=0x1, tag=""""*launch*"""", name=android, ws=WorkSource{10113}, uid=1000, pid=1702"",E10,""acquire lock=<*>, flags=<*>, tag=""""<*>"""", name=<*>, ws=<*>, uid=<*>, pid=<*>""";;
"84,03-17,16:13:45.382,1702,3697,D,PowerManagerService,""ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0"",E103,""ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>""";;
"85,03-17,16:13:45.382,1702,3697,D,PowerManagerService,""Acquiring suspend blocker """"PowerManagerService.WakeLocks""""."",E11,""Acquiring suspend blocker """"PowerManagerService.WakeLocks"""".""";;
86,03-17,16:13:45.402,1702,3694,V,WindowManager,Skipping AppWindowToken{9f4ef63 token=Token{a64f992 ActivityRecord{de9231d u0 com.tencent.qt.qtl/.activity.info.NewsDetailXmlActivity t761}}} -- going to hide,E131,Skipping AppWindowToken{<*> token=Token{<*> ActivityRecord{<*> u0 <*>}}} -- going to hide;;
"87,03-17,16:13:45.405,2227,2227,I,PhoneStatusBar,""setSystemUiVisibility vis=508 mask=ffffffff oldVal=40000500 newVal=508 diff=40000008 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 720, 1280), dockedStackBounds=Rect(0, 0 - 0, 0)"",E126,""setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)""";;
88,03-17,16:13:45.408,2227,2227,I,PhoneStatusBar,cancelAutohide,E27,cancelAutohide;;
"89,03-17,16:13:45.408,2227,2227,I,PhoneStatusBar,""notifyUiVisibilityChanged:vis=0x508, SystemUiVisibility=0x508"",E84,""notifyUiVisibilityChanged:vis=<*>, SystemUiVisibility=<*>""";;
90,03-17,16:13:45.466,1702,17632,W,ActivityManager,Bad activity token: android.os.BinderProxy@2bd79ce,E25,Bad activity token: <*>@<*>;;
91,03-17,16:13:45.466,1702,17632,W,ActivityManager,java.lang.ClassCastException: android.os.BinderProxy cannot be cast to com.android.server.am.ActivityRecord$Token,E7,<*>: <*> cannot be cast to <*>$Token;;
92,03-17,16:13:45.512,1702,2639,V,WindowManager,Skipping AppWindowToken{9f4ef63 token=Token{a64f992 ActivityRecord{de9231d u0 com.tencent.qt.qtl/.activity.info.NewsDetailXmlActivity t761}}} -- going to hide,E131,Skipping AppWindowToken{<*> token=Token{<*> ActivityRecord{<*> u0 <*>}}} -- going to hide;;
"93,03-17,16:13:45.598,1702,2556,D,PowerManagerService,""release:lock=189667585, flg=0x0, tag=""""*launch*"""", name=android"""", ws=WorkSource{10113}, uid=1000, pid=1702"",E108,""release:lock=<*>, flg=<*>, tag=""""<*>"""", name=<*>, ws=<*>, uid=<*>, pid=<*>""";;
"94,03-17,16:13:45.599,1702,2556,D,PowerManagerService,""ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0"",E103,""ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>""";;
"95,03-17,16:13:45.599,1702,2556,D,PowerManagerService,""Releasing suspend blocker """"PowerManagerService.WakeLocks""""."",E109,""Releasing suspend blocker """"PowerManagerService.WakeLocks"""".""";;
"96,03-17,16:13:45.626,2227,2227,I,PhoneStatusBar,""setSystemUiVisibility vis=40000500 mask=ffffffff oldVal=508 newVal=40000500 diff=40000008 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 720, 1280), dockedStackBounds=Rect(0, 0 - 0, 0)"",E126,""setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)""";;
97,03-17,16:13:45.627,2227,2227,I,PhoneStatusBar,cancelAutohide,E27,cancelAutohide;;
"98,03-17,16:13:45.627,2227,2227,I,PhoneStatusBar,""notifyUiVisibilityChanged:vis=0x40000500, SystemUiVisibility=0x40000500"",E84,""notifyUiVisibilityChanged:vis=<*>, SystemUiVisibility=<*>""";;
"99,03-17,16:13:46.143,1702,2105,D,PowerManagerService,""userActivityNoUpdateLocked: eventTime=261850777, event=2, flags=0x0, uid=1000"",E164,""userActivityNoUpdateLocked: eventTime=<*>, event=<*>, flags=<*>, uid=<*>""";;
